0	10	 10.000000/n0.010000	10.120723	10.12
0.02	10.242903	10.24144		
0.03	10.366558	10.364337		
0.04	10.491707	10.488709		
0.05	10.618365	10.614574		
0.06	10.746553	10.741949		
0.07	10.876289	10.870852		
0.08	11.007591	11.001302		
0.09	11.140477	11.133318		
0.1	11.274969	11.266918		
0.11	11.411083	11.402121		
0.12	11.548841	11.538946		
0.13	11.688262	11.677414		
0.14	11.829366	11.817543		
0.15	11.972174	11.959353		
0.16	12.116705	12.102865		
0.17	12.262982	12.2481		
0.18	12.411024	12.395077		
0.19	12.560853	12.543818		
0.2	12.712492	12.694344		
0.21	12.86596	12.846676		
0.22	13.021282	13.000836		
0.23	13.178479	13.156846		
0.24	13.337573	13.314728		
0.25	13.498588	13.474505		
0.26	13.661547	13.636199		
0.27	13.826473	13.799833		
0.28	13.99339	13.965431		
0.29	14.162322	14.133016		
0.3	14.333294	14.302613		
0.31	14.50633	14.474244		
0.32	14.681454	14.647935		
0.33	14.858693	14.82371		
0.34	15.038072	15.001595		
0.35	15.219616	15.181614		
0.36	15.403351	15.363793		
0.37	15.589305	15.548159		
0.38	15.777503	15.734737		
0.39	15.967974	15.923553		
0.4	16.160744	16.114636		
0.41	16.355841	16.308012		
0.42	16.553294	16.503708		
0.43	16.75313	16.701752		
0.44	16.955378	16.902173		
0.45	17.160069	17.104999		
0.46	17.36723	17.310259		
0.47	17.576892	17.517982		
0.48	17.789085	17.728198		
0.49	18.00384	17.940937		
0.5	18.221188	18.156228		
0.51	18.441159	18.374103		
0.52	18.663786	18.594592		
0.53	18.889101	18.817727		
0.54	19.117136	19.04354		
0.55	19.347923	19.272062		
0.56	19.581497	19.503327		
0.57	19.817891	19.737367		
0.58	20.057138	19.974215		
0.59	20.299273	20.213906		
0.6	20.544332	20.456473		
0.61	20.792349	20.70195		
0.62	21.04336	20.950374		
0.63	21.297402	21.201778		
0.64	21.55451	21.4562		
0.65	21.814723	21.713674		
0.66	22.078076	21.974238		
0.67	22.344609	22.237929		
0.68	22.61436	22.504784		
0.69	22.887367	22.774841		
0.7	23.16367	23.04814		
0.71	23.443308	23.324717		
0.72	23.726323	23.604614		
0.73	24.012754	23.887869		
0.74	24.302643	24.174524		
0.75	24.596031	24.464618		
0.76	24.892962	24.758193		
0.77	25.193477	25.055292		
0.78	25.497619	25.355955		
0.79	25.805434	25.660227		
0.8	26.116965	25.968149		
0.81	26.432256	26.279767		
0.82	26.751354	26.595124		
0.83	27.074304	26.914266		
0.84	27.401153	27.237237		
0.85	27.731948	27.564084		
0.86	28.066736	27.894853		
0.87	28.405565	28.229591		
0.88	28.748486	28.568346		
0.89	29.095546	28.911166		
0.9	29.446796	29.2581		
0.91	29.802286	29.609198		
0.92	30.162068	29.964508		
0.93	30.526193	30.324082		
0.94	30.894714	30.687971		
0.95	31.267684	31.056227		
0.96	31.645156	31.428901		
0.97	32.027186	31.806048		
0.98	32.413827	32.187721		
0.99	32.805136	32.573973		
1	33.201169	32.964861		
1.01	33.601983	33.360439		
1.02	34.007636	33.760765		
1.03	34.418186	34.165894		
1.04	34.833692	34.575885		
1.05	35.254215	34.990795		
1.06	35.679814	35.410685		
1.07	36.110551	35.835613		
1.08	36.546488	36.26564		
1.09	36.987688	36.700828		
1.1	37.434214	37.141238		
1.11	37.88613	37.586933		
1.12	38.343503	38.037976		
1.13	38.806397	38.494432		
1.14	39.274879	38.956365		
1.15	39.749016	39.423841		
1.16	40.228878	39.896927		
1.17	40.714533	40.375691		
1.18	41.20605	40.860199		
1.19	41.703501	41.350521		
1.2	42.206958	41.846727		
1.21	42.716493	42.348888		
1.22	43.232179	42.857075		
1.23	43.75409	43.37136		
1.24	44.282302	43.891816		
1.25	44.816891	44.418518		
1.26	45.357933	44.95154		
1.27	45.905507	45.490959		
1.28	46.459692	46.03685		
1.29	47.020567	46.589292		
1.3	47.588212	47.148364		
1.31	48.162711	47.714144		
1.32	48.744145	48.286714		
1.33	49.332599	48.866154		
1.34	49.928156	49.452548		
1.35	50.530903	50.045979		
1.36	51.140927	50.646531		
1.37	51.758315	51.254289		
1.38	52.383156	51.86934		
1.39	53.015541	52.491773		
1.4	53.65556	53.121674		
1.41	54.303305	53.759134		
1.42	54.95887	54.404243		
1.43	55.62235	55.057094		
1.44	56.293839	55.71778		
1.45	56.973434	56.386393		
1.46	57.661234	57.06303		
1.47	58.357337	57.747786		
1.48	59.061844	58.440759		
1.49	59.774855	59.142048		
1.5	60.496475	59.851753		
1.51	61.226806	60.569974		
1.52	61.965953	61.296814		
1.53	62.714024	62.032376		
1.54	63.471126	62.776764		
1.55	64.237368	63.530085		
1.56	65.01286	64.292446		
1.57	65.797714	65.063956		
1.58	66.592043	65.844723		
1.59	67.395961	66.63486		
1.6	68.209585	67.434478		
1.61	69.033031	68.243692		
1.62	69.866417	69.062616		
1.63	70.709865	69.891368		
1.64	71.563495	70.730064		
1.65	72.42743	71.578825		
1.66	73.301795	72.437771		
1.67	74.186715	73.307024		
1.68	75.082319	74.186708		
1.69	75.988734	75.076949		
1.7	76.906092	75.977872		
1.71	77.834525	76.889606		
1.72	78.774165	77.812282		
1.73	79.72515	78.746029		
1.74	80.687615	79.690981		
1.75	81.661699	80.647273		
1.76	82.647543	81.615041		
1.77	83.645288	82.594421		
1.78	84.655078	83.585554		
1.79	85.677058	84.588581		
1.8	86.711377	85.603644		
1.81	87.758181	86.630887		
1.82	88.817623	87.670458		
1.83	89.889855	88.722504		
1.84	90.975032	89.787174		
1.85	92.073309	90.86462		
1.86	93.184844	91.954995		
1.87	94.309799	93.058455		
1.88	95.448334	94.175157		
1.89	96.600614	95.305258		
1.9	97.766804	96.448922		
1.91	98.947073	97.606309		
1.92	100.141591	98.777584		
1.93	101.350529	99.962915		
1.94	102.574062	101.16247		
1.95	103.812366	102.37642		
1.96	105.065618	103.604937		
1.97	106.334001	104.848196		
1.98	107.617696	106.106375		
1.99	108.916888	107.379651		
2	110.231764	108.668207		
2.01	111.562514	109.972225		
2.02	112.909328	111.291892		
2.03	114.272402	112.627395		
2.04	115.651932	113.978923		
