0.000000, 0.400000, 0.400000
0.010000, 0.401597, 0.398403
0.020000, 0.403187, 0.396813
0.030000, 0.404771, 0.395229
0.040000, 0.406348, 0.393651
0.050000, 0.407919, 0.392079
0.060000, 0.409482, 0.390514
0.070000, 0.411039, 0.388955
0.080000, 0.412589, 0.387403
0.090000, 0.414132, 0.385856
0.100000, 0.415668, 0.384316
0.110000, 0.417197, 0.382782
0.120000, 0.418719, 0.381254
0.130000, 0.420234, 0.379732
0.140000, 0.421741, 0.378217
0.150000, 0.423241, 0.376708
0.160000, 0.424734, 0.375204
0.170000, 0.426220, 0.373707
0.180000, 0.427698, 0.372216
0.190000, 0.429168, 0.370731
0.200000, 0.430631, 0.369253
0.210000, 0.432087, 0.367780
0.220000, 0.433535, 0.366313
0.230000, 0.434975, 0.364853
0.240000, 0.436407, 0.363398
0.250000, 0.437832, 0.361950
0.260000, 0.439249, 0.360507
0.270000, 0.440659, 0.359071
0.280000, 0.442060, 0.357640
0.290000, 0.443454, 0.356216
0.300000, 0.444840, 0.354798
0.310000, 0.446218, 0.353385
0.320000, 0.447589, 0.351979
0.330000, 0.448951, 0.350579
0.340000, 0.450306, 0.349184
0.350000, 0.451652, 0.347796
0.360000, 0.452991, 0.346413
0.370000, 0.454321, 0.345037
0.380000, 0.455644, 0.343666
0.390000, 0.456959, 0.342302
0.400000, 0.458265, 0.340943
0.410000, 0.459564, 0.339590
0.420000, 0.460855, 0.338243
0.430000, 0.462138, 0.336902
0.440000, 0.463412, 0.335567
0.450000, 0.464679, 0.334238
0.460000, 0.465938, 0.332915
0.470000, 0.467188, 0.331598
0.480000, 0.468431, 0.330286
0.490000, 0.469666, 0.328981
0.500000, 0.470892, 0.327681
0.510000, 0.472111, 0.326387
0.520000, 0.473322, 0.325100
0.530000, 0.474524, 0.323817
0.540000, 0.475719, 0.322541
0.550000, 0.476906, 0.321271
0.560000, 0.478085, 0.320006
0.570000, 0.479256, 0.318747
0.580000, 0.480419, 0.317494
0.590000, 0.481574, 0.316247
0.600000, 0.482721, 0.315006
0.610000, 0.483860, 0.313770
0.620000, 0.484992, 0.312540
0.630000, 0.486116, 0.311316
0.640000, 0.487231, 0.310097
0.650000, 0.488339, 0.308885
0.660000, 0.489440, 0.307678
0.670000, 0.490532, 0.306476
0.680000, 0.491617, 0.305281
0.690000, 0.492694, 0.304091
0.700000, 0.493764, 0.302907
0.710000, 0.494825, 0.301728
0.720000, 0.495879, 0.300555
0.730000, 0.496926, 0.299388
0.740000, 0.497965, 0.298226
0.750000, 0.498996, 0.297070
0.760000, 0.500020, 0.295920
0.770000, 0.501037, 0.294775
0.780000, 0.502046, 0.293636
0.790000, 0.503047, 0.292502
0.800000, 0.504041, 0.291374
0.810000, 0.505028, 0.290251
0.820000, 0.506008, 0.289134
0.830000, 0.506980, 0.288022
0.840000, 0.507945, 0.286916
0.850000, 0.508903, 0.285815
0.860000, 0.509853, 0.284720
0.870000, 0.510797, 0.283630
0.880000, 0.511733, 0.282546
0.890000, 0.512662, 0.281467
0.900000, 0.513584, 0.280393
0.910000, 0.514499, 0.279325
0.920000, 0.515407, 0.278262
0.930000, 0.516308, 0.277204
0.940000, 0.517203, 0.276152
0.950000, 0.518090, 0.275105
0.960000, 0.518971, 0.274063
0.970000, 0.519845, 0.273027
0.980000, 0.520712, 0.271996
0.990000, 0.521572, 0.270970
1.000000, 0.522426, 0.269949
1.010000, 0.523273, 0.268934
1.020000, 0.524113, 0.267924
1.030000, 0.524947, 0.266918
1.040000, 0.525775, 0.265918
1.050000, 0.526596, 0.264924
1.060000, 0.527410, 0.263934
1.070000, 0.528219, 0.262949
1.080000, 0.529021, 0.261970
1.090000, 0.529816, 0.260995
1.100000, 0.530605, 0.260025
1.110000, 0.531388, 0.259061
1.120000, 0.532165, 0.258101
1.130000, 0.532936, 0.257147
1.140000, 0.533701, 0.256197
1.150000, 0.534459, 0.255252
1.160000, 0.535212, 0.254313
1.170000, 0.535959, 0.253378
1.180000, 0.536699, 0.252448
1.190000, 0.537434, 0.251522
1.200000, 0.538163, 0.250602
1.210000, 0.538886, 0.249686
1.220000, 0.539604, 0.248776
1.230000, 0.540315, 0.247870
1.240000, 0.541021, 0.246968
1.250000, 0.541722, 0.246072
1.260000, 0.542416, 0.245180
1.270000, 0.543106, 0.244293
1.280000, 0.543789, 0.243410
1.290000, 0.544468, 0.242532
1.300000, 0.545140, 0.241659
1.310000, 0.545808, 0.240790
1.320000, 0.546470, 0.239926
1.330000, 0.547127, 0.239067
1.340000, 0.547778, 0.238212
1.350000, 0.548424, 0.237361
1.360000, 0.549066, 0.236515
1.370000, 0.549702, 0.235674
1.380000, 0.550332, 0.234837
1.390000, 0.550958, 0.234004
1.400000, 0.551579, 0.233176
1.410000, 0.552195, 0.232352
1.420000, 0.552806, 0.231532
1.430000, 0.553412, 0.230717
1.440000, 0.554013, 0.229906
1.450000, 0.554609, 0.229100
1.460000, 0.555200, 0.228297
1.470000, 0.555787, 0.227499
1.480000, 0.556369, 0.226705
1.490000, 0.556946, 0.225916
1.500000, 0.557519, 0.225130
1.510000, 0.558087, 0.224349
1.520000, 0.558651, 0.223572
1.530000, 0.559210, 0.222799
1.540000, 0.559765, 0.222030
1.550000, 0.560315, 0.221265
1.560000, 0.560861, 0.220504
1.570000, 0.561402, 0.219748
1.580000, 0.561939, 0.218995
1.590000, 0.562472, 0.218246
1.600000, 0.563000, 0.217501
1.610000, 0.563525, 0.216761
1.620000, 0.564045, 0.216024
1.630000, 0.564561, 0.215291
1.640000, 0.565073, 0.214562
1.650000, 0.565580, 0.213836
1.660000, 0.566084, 0.213115
1.670000, 0.566584, 0.212397
1.680000, 0.567080, 0.211684
1.690000, 0.567572, 0.210974
1.700000, 0.568060, 0.210267
1.710000, 0.568544, 0.209565
1.720000, 0.569024, 0.208866
1.730000, 0.569500, 0.208171
1.740000, 0.569973, 0.207479
1.750000, 0.570442, 0.206792
1.760000, 0.570907, 0.206108
1.770000, 0.571369, 0.205427
1.780000, 0.571827, 0.204750
